storenum;OPENDATE;date_super;conversion;st;county;STREETADDR;STRCITY;STRSTATE;ZIPCODE;type_store
274;8/21/1979 ;;;28;141;1110 BATTLEGROUND DRIVE;Iuka;MS;38852;Wal-Mart
275;10/23/1979 ;03.01.1995;1;48;373;1620 WEST CHURCH;Livingston;TX;77351;Supercenter
276;2/18/1981 ;;;40;61;OKLAHOMA HWY 9 EAST;Stigler;OK;74462;Wal-Mart
277;03.04.1980;03.01.1995;1;40;27;501 SW 19TH STREET;Moore;OK;73160;Supercenter
278;6/30/1981 ;03.01.1998;1;22;17;1645 EAST INDUSTRIAL;Shreveport;LA;71105;Supercenter
279;02.12.1980;3/17/2004 ;1;5;133;926 E. COLLIN RAYE DR.;De Queen;AR;71832;Supercenter
280;10/30/1979 ;3/23/2005 ;1;48;331;709 WEST HWY 79;Rockdale;TX;76567;Supercenter
281;10/30/1979 ;03.01.1998;1;5;23;1500 HWY 25B NORTH;Heber Springs;AR;72543;Supercenter
282;9/30/1980 ;03.01.1999;1;21;213;1550 NASHVILLE ROAD;Franklin;KY;42134;Supercenter
283;2/26/1980 ;;;48;361;795 TX AVE;Bridge City;TX;77611;Wal-Mart
284;9/25/1979 ;03.01.1998;1;48;439;930 N WALNUT CREEK DRIVE;Mansfield;TX;76063;Supercenter
285;9/25/1979 ;03.01.1994;1;48;471;141 INTER STATE 45 SOUTH;Huntsville;TX;77320;Supercenter
286;12.04.1979;10/16/2002 ;1;48;139;700 EAST ENNIS AVE.;Ennis;TX;75119;Supercenter
287;11/27/1979 ;03.01.1994;1;1;127;1801 HWY 78 EAST;Jasper;AL;35501;Supercenter
288;10/30/1979 ;1/26/2005 ;1;48;457;115 COBB MILL ROAD;Woodville;TX;75979;Supercenter
289;10/30/1979 ;;;5;41;US 65 SOUTH;McGehee;AR;71654;Wal-Mart
290;07.01.1980;;;48;177;US 90A & ROBERTSON ST;Gonzales;TX;78629;Wal-Mart
292;08.12.1980;;;48;55;1703 SOUTH COLORADO STREET;Lockhart;TX;78644;Wal-Mart
293;5/28/1980 ;;;48;185;1712 EAST WASHINGTON;Navasota;TX;77868;Wal-Mart
294;7/29/1980 ;03.01.1997;1;21;177;1725 WEST EVERELY BROTHERS BLV;Central City;KY;42330;Supercenter
295;04.01.1980;03.01.1995;1;29;189;131 ERKA TWN CNTR DR;Eureka;MO;63025;Supercenter
296;8/28/1980 ;10/26/2005 ;1;5;149;1172 NO. HWY 7;Dardanelle;AR;72834;Supercenter
297;09.01.1981;03.01.2000;1;48;339;23561 US HWY 59;Porter;TX;77365;Supercenter
298;08.12.1980;3/19/2003 ;1;1;95;1972 HWY 431;Boaz;AL;35957;Supercenter
299;9/30/1980 ;03.01.1995;1;21;227;150 WALTON AVENUE;Bowling Green;KY;42104;Supercenter
300;10/14/1980 ;1/26/2005 ;1;1;15;1625 PELHAM SOUTH;Jacksonville;AL;36265;Supercenter
301;08.12.1980;4/13/2005 ;1;1;55;340 EAST MEIGHAN BLVD;Gadsden;AL;35903;Supercenter
302;9/30/1980 ;;;17;77;550 E. INDUSTRIAL PARK RD #11;Murphysboro;IL;62966;Wal-Mart
303;09.03.1980;8/25/2004 ;1;28;93;950 MACKIE DRIVE;Holly Springs;MS;38635;Supercenter
304;10/23/1979 ;7/17/2002 ;1;47;147;3360 TOM AUSTIN HWY;Springfield;TN;37172;Supercenter
305;11/20/1979 ;03.01.1999;1;28;79;905 HWY 16 WEST;Carthage;MS;39051;Supercenter
306;2/26/1980 ;4/16/2003 ;1;1;95;1450 NO. BRINDLEE MTN. PKWY;Arab;AL;35016;Supercenter
307;11/16/1982 ;03.01.1995;1;22;73;1025 GLENWOOD DRIVE;West Monroe;LA;71291;Supercenter
308;02.10.1981;3/14/2001 ;1;47;31;2518 HILLSBORO BLVD;Manchester;TN;37355;Supercenter
309;10/28/1980 ;3/14/2001 ;1;22;113;3005 CHARITY ST;Abbeville;LA;70510;Supercenter
310;9/30/1980 ;03.01.1996;1;22;1;729 ODDFELLOWS RD.;Crowley;LA;70526;Supercenter
311;10/13/1980 ;;;22;101;200 NORTHWEST BLVD;Franklin;LA;70538;Wal-Mart
312;11/18/1980 ;7/20/2005 ;1;22;39;891 E LA SALLE ST;Ville Platte;LA;70586;Supercenter
313;04.07.1981;;;29;99;4550 GRAVOIS ROAD;House Springs;MO;63051;Wal-Mart
314;11/20/1979 ;03.01.1996;1;47;103;1224 HUNTSVILLE WAY;Fayetteville;TN;37334;Supercenter
315;10/14/1980 ;03.01.1996;1;1;9;2453 2ND AVENUE EAST;Oneonta;AL;35121;Supercenter
316;11/18/1980 ;8/25/2004 ;1;1;55;973 GILBERT FERRY ROAD SE;Attalla;AL;35954;Supercenter
317;9/15/1981 ;5/19/2004 ;1;17;51;201 NO. MATTES AVENUE;Vandalia;IL;62471;Supercenter
318;4/15/1980 ;03.01.2000;1;5;19;109 W.P. MALONE DR;Arkadelphia;AR;71923;Supercenter
319;6/24/1980 ;03.01.2000;1;29;37;2015 WEST FOXWOOD DR;Raymore;MO;64083;Supercenter
320;10/14/1980 ;;;48;145;TEXAS HWY 6 & 7 EAST BYPASS;Marlin;TX;76661;Wal-Mart
321;11.11.1980;03.01.1995;1;48;477;203 US LOOP 290 WEST;Brenham;TX;77833;Supercenter
322;6/29/1982 ;03.01.1994;1;48;41;2200 BRIARCREST DRVE;Bryan;TX;77802;Supercenter
323;09.03.1980;;;22;31;1043 WASHINGTON;Mansfield;LA;71052;Wal-Mart
324;11.03.1981;;;40;37;HWY 16 & 66 & 48;Bristow;OK;74010;Wal-Mart
325;10/14/1980 ;4/18/2001 ;1;29;177;908 WALTON WAY;Richmond;MO;64085;Supercenter
326;10/21/1980 ;;;29;107;HWY 13 & 19TH STREET;Higginsville;MO;64037;Wal-Mart
327;08.05.1980;;;40;41;1107 SOUTH MAIN STREET;Jay;OK;74346;Wal-Mart
328;4/21/1981 ;03.01.1997;1;17;133;961 N MARKET STREET;Waterloo;IL;62298;Supercenter
329;4/15/1980 ;09.07.2005;1;1;15;5560 MCCLELLAN BLVD;Anniston;AL;36206;Supercenter
330;11.11.1980;03.01.1994;1;48;469;9002 NORTH NAVARRO;Victoria;TX;77904;Supercenter
331;02.10.1981;03.01.1995;1;22;19;525 NORTH CITY SERVICE HWY;Sulphur;LA;70663;Supercenter
332;10/13/1981 ;03.01.1995;1;1;89;6140A UNIV DRIVE;Huntsville;AL;35806;Supercenter
333;02.03.1981;03.01.2000;1;21;183;1701 NORTH MAIN;Beaver Dam;KY;42320;Supercenter
334;11.11.1980;;;17;117;1030 W MAIN;Carlinville;IL;62626;Wal-Mart
335;11.11.1980;03.01.1995;1;47;113;2196 EMPORIUM DRIVE;Jackson;TN;38305;Supercenter
336;08.04.1980;;;5;53;1308 SOUTH ROCK STREET;Sheridan;AR;72150;Wal-Mart
337;11/18/1980 ;8/24/2005 ;1;29;123;1025 WALTON DRIVE;Fredericktown;MO;63645;Supercenter
338;09.09.1980;7/21/2004 ;1;29;11;29 S.W. 1ST LANE;Lamar;MO;64759;Supercenter
339;11/18/1980 ;;;5;39;1123 HIGHWAY 79 / 167 BYPASS;Fordyce;AR;71742;Wal-Mart
340;6/30/1981 ;;;40;91;1110 WEST GENTRY;Checotah;OK;74426;Wal-Mart
341;11/18/1980 ;4/13/2005 ;1;20;117;1174 PONY EXPRESS HWY;Marysville;KS;66508;Supercenter
342;11/18/1980 ;;;20;13;2207 IOWA;Hiawatha;KS;66434;Wal-Mart
343;06.02.1981;03.01.1999;1;17;21;1530 W. SPRINGFIELD RD;Taylorville;IL;62568;Supercenter
344;10/20/1981 ;3/17/2004 ;1;48;481;3413 WEST LOOP;El Campo;TX;77437;Supercenter
345;08.03.1982;03.01.1994;1;48;1;2223 SOUTH LOOP 256;Palestine;TX;75801;Supercenter
346;12.02.1980;;;20;15;1618 NORTH OHIO STREET;Augusta;KS;67010;Wal-Mart
347;02.02.1982;1/31/2006 ;1;28;133;633 HIGHWAY 82 WEST;Indianola;MS;38751;Supercenter
348;11/18/1980 ;03.01.1994;1;5;43;427 HWY 425 NORTH;Monticello;AR;71655;Supercenter
349;11/18/1980 ;;;5;41;HIGHWAY 65 SOUTH;Dumas;AR;71639;Wal-Mart
350;10/30/1984 ;4/13/2005 ;1;31;185;101 EAST DAVID DRIVE;York;NE;68467;Supercenter
352;11/18/1980 ;;;17;157;HWY 150/2206 STATE ST;Chester;IL;62233;Wal-Mart
353;06.02.1981;10/26/2005 ;1;48;503;2121 HWY 16 SOUTH;Graham;TX;76450;Supercenter
354;6/30/1981 ;;;29;73;1208 WEST HIGHWSY 28;Owensville;MO;65066;Wal-Mart
355;11/18/1980 ;5/15/2002 ;1;1;81;2900 PEPPERRELL PKWY;Opelika;AL;36801;Supercenter
356;09.01.1981;03.01.2000;1;1;81;1717 SOUTH COLLEGE STREET;Auburn;AL;36830;Supercenter
357;7/21/1981 ;;;29;141;PO BOX 12 1003 WEST NEWTON;Versailles;MO;65084;Wal-Mart
358;06.02.1981;;;5;33;200 HIGHWAY 64 WEST;Alma;AR;72921;Wal-Mart
359;11/17/1981 ;03.01.1998;1;5;143;3919 NO. MALL AVE;Fayetteville;AR;72703;Supercenter
360;6/30/1981 ;;;40;119;2004 EAST MAIN;Cushing;OK;74023;Wal-Mart
361;07.08.1981;;;17;119;601 BELT LINE ROAD;Collinsville;IL;62234;Wal-Mart
362;8/18/1981 ;;;1;93;2365 HIGHWAY 43 WEST;Winfield;AL;35594;Wal-Mart
363;12.01.1981;3/23/2005 ;1;29;195;855 S CHEROKEE DRIVE;Marshall;MO;65340;Supercenter
364;3/31/1981 ;1/26/2005 ;1;48;419;810 HURST STREET;Center;TX;75935;Supercenter
365;3/31/1981 ;03.01.1999;1;28;121;5520 HWY 80 EAST;Pearl;MS;39208;Supercenter
366;02.01.1983;03.01.1999;1;47;123;4525 HWY 411;Madisonville;TN;37354;Supercenter
368;11.11.1980;;;20;99;300 MAIN STREET;Parsons;KS;67357;Wal-Mart
369;11/18/1980 ;;;20;35;2202 PIKE RD;Winfield;KS;67156;Wal-Mart
370;11/18/1980 ;;;20;191;1201 W 8TH;Wellington;KS;67152;Wal-Mart
371;9/29/1981 ;03.01.1995;1;48;221;735 HWY 377 EAST;Granbury;TX;76048;Supercenter
372;03.10.1981;03.01.1997;1;20;57;1905 NORTH 14 AVE;Dodge City;KS;67801;Supercenter
373;03.10.1981;;;5;87;EAST LEE STREET;Huntsville;AR;72740;Wal-Mart
374;7/21/1981 ;;;40;145;13795 SOUTH STATE HIGHWAY 51;Coweta;OK;74429;Wal-Mart
375;08.11.1981;;;1;89;2900 S. MEM PKWY(DRAKE AVE);Huntsville;AL;35801;Wal-Mart
376;4/21/1981 ;03.01.1996;1;22;15;2536 AIRLINE DR;Bossier City;LA;71111;Supercenter
377;12.01.1981;;;1;119;US HIGHWAY 11;Livingston;AL;35470;Wal-Mart
378;9/29/1981 ;;;20;85;209 ARIZONA AVENUE;Holton;KS;66436;Wal-Mart
379;10/20/1981 ;4/14/2004 ;1;29;43;2004 WEST MARLER LANE;Ozark;MO;65721;Supercenter
380;02.02.1982;;;5;127;1359 WEST 2ND STREET;Waldron;AR;72958;Wal-Mart
381;08.04.1981;03.01.1995;1;48;99;2720 EAST HWY 190;Copperas Cove;TX;76522;Supercenter
382;03.03.1981;03.01.1995;1;20;59;2101 PRINCETON RD;Ottawa;KS;66067;Supercenter
383;07.08.1981;4/14/2004 ;1;48;199;1100 NO. HIGHWAY 96;Silsbee;TX;77656;Supercenter
384;12.01.1981;4/14/2004 ;1;48;199;100 NO. LHS DRIVE;Lumberton;TX;77657;Supercenter
385;7/28/1981 ;;;48;123;1202 E BROADWAY;Cuero;TX;77954;Wal-Mart
386;07.01.1983;03.01.1995;1;22;53;303 INTERSTATE DR;Jennings;LA;70546;Supercenter
387;9/21/1982 ;;;40;81;1700 EAST FIRST STREET;Chandler;OK;74834;Wal-Mart
388;8/31/1982 ;;;5;131;2600 MIDLAND BLVD;Ft. Smith;AR;72904;Wal-Mart
389;11/17/1981 ;;;40;109;3200 SOUTH BROADWAY;Edmond;OK;73013;Wal-Mart
390;03.10.1981;8/20/2003 ;1;47;85;275 WALTON DR;Waverly;TN;37185;Supercenter
391;06.02.1981;03.01.1997;1;28;81;2270 WEST MAIN STREET;Tupelo;MS;38801;Supercenter
392;06.02.1981;;;40;39;800 EAST MAIN STREET;Weatherford;OK;73096;Wal-Mart
393;09.01.1981;3/17/2004 ;1;47;113;2171 SOUTH HIGHLAND AVE;Jackson;TN;38301;Supercenter
394;12.01.1981;1/26/2005 ;1;1;79;15445 HIGHWAY 24;Moulton;AL;35650;Supercenter
395;11.03.1981;03.01.1994;1;48;215;2410 EAST EXPRESSWAY 83;Mission;TX;78572;Supercenter
396;03.06.1984;03.01.1998;1;45;7;3812 LIBERTY HWY;Anderson;SC;29621;Supercenter
397;11/17/1981 ;03.01.1998;1;48;215;1200 E. JACKSON AVE.;McAllen (S);TX;78503;Supercenter
398;05.04.1982;03.01.1993;1;48;183;515 E LOOP 281;Longview;TX;75605;Supercenter
399;12.01.1981;8/25/2004 ;1;48;183;2440 GILMER ROAD;Longview;TX;75604;Supercenter
400;10/18/1983 ;03.01.1996;1;48;339;1407 LOOP 336 WEST;Conroe;TX;77304;Supercenter
401;9/29/1981 ;;;22;47;58485 BELLVIEW ROAD;Plaquemine;LA;70764;Wal-Mart
402;12.01.1981;;;22;99;1400 REES STREET;Breaux Bridge;LA;70517;Wal-Mart
403;11.03.1981;1/26/2005 ;1;1;59;13675 HWY 43;Russellville;AL;35653;Supercenter
404;03.02.1982;03.01.1996;1;48;209;1015 HWY 80;San Marcos;TX;78666;Supercenter
405;8/17/1982 ;03.01.1998;1;22;115;2204 SOUTH FIFTH ST;Leesville;LA;71446;Supercenter
406;11.03.1981;03.01.1995;1;47;149;570 ENON SPRINGS ROAD;Smyrna;TN;37167;Supercenter
407;12.01.1981;03.01.1999;1;48;27;1400 LOWE'S BLVD.;Killeen;TX;76542;Supercenter
408;7/13/1982 ;2/20/2002 ;1;48;245;8585 MEMORIAL BLVD;Nederland;TX;77642;Supercenter
409;10/13/1981 ;;;1;133;42417 HWY 195;Haleyville;AL;35565;Wal-Mart
410;10.06.1981;03.01.1996;1;21;35;809 NORTH 12TH STREET;Murray;KY;42071;Supercenter
411;08.03.1982;;;28;17;660 EAST MADISON;Houston;MS;38851;Wal-Mart
412;5/24/1983 ;03.01.1995;1;48;213;1405 EAST TYLER;Athens;TX;75751;Supercenter
413;5/18/1982 ;5/18/2005 ;1;48;61;1401 WEST HWY 100;Port Isabel;TX;78578;Supercenter
414;6/29/1982 ;;;48;485;106 S RED RIVER EXPRESSWAY;Burkburnett;TX;76354;Wal-Mart
415;03.02.1982;;;22;99;2310 N MAIN;St. Martinville;LA;70582;Wal-Mart
417;05.03.1983;03.01.1994;1;48;223;1750 S. BROADWAY;Sulpher Springs;TX;75482;Supercenter
418;08.03.1982;;;31;95;1501 K STREET;Fairbury;NE;68352;Wal-Mart
419;8/17/1982 ;5/21/2003 ;1;20;151;2003 EAST 1ST ST;Pratt;KS;67124;Supercenter
420;5/31/1982 ;03.01.2000;1;48;485;2700 CENTRAL FREEWAY;Wichita Falls;TX;76305;Supercenter
421;6/29/1982 ;03.01.1995;1;48;497;800 S US HWY 81/287;Decatur;TX;76234;Supercenter
422;08.03.1982;;;17;33;1304 EAST MAIN STREET;Robinson;IL;62454;Wal-Mart
423;12.01.1981;8/24/2005 ;1;1;117;630 COLONIAL PROMENADE PKWY;Pelham;AL;35007;Supercenter
424;08.03.1982;03.01.1994;1;1;21;1415 7TH STREET SOUTH;Clanton;AL;35045;Supercenter
425;08.03.1982;;;1;7;30 WALNUT STREET;Brent;AL;35034;Wal-Mart
426;11/30/1982 ;03.01.1998;1;48;121;4691 STATE HWY 121;The Colony;TX;75056;Supercenter
427;10.05.1982;03.01.1994;1;48;231;7401 INTERSTATE 30;Greenville;TX;75402;Supercenter
428;10.04.1983;03.01.1996;1;22;33;5801 MAIN STREET;Zachary;LA;70791;Supercenter
429;11.03.1981;03.01.1994;1;48;215;1724 W UNIVERSITY DRIVE;Edinburg;TX;78539;Supercenter
430;09.01.1981;03.01.1996;1;21;83;1225 PARIS ROAD;Mayfield;KY;42066;Supercenter
431;8/18/1981 ;03.01.1995;1;21;145;3220 IRVING COBB DRIVE;Paducah;KY;42003;Supercenter
432;8/18/1981 ;4/21/2004 ;1;1;121;214 HAYNES STREET;Talladega;AL;35160;Supercenter
433;08.11.1981;3/17/2004 ;1;1;89;2200 SPARKMAN DRIVE;Huntsville;AL;35810;Supercenter
434;08.11.1981;03.01.1996;1;1;89;11610 MEMORIAL PKWY SOUTH;Huntsville;AL;35803;Supercenter
435;9/21/1982 ;3/14/2001 ;1;17;119;12495 STATE RTE 143;Highland;IL;62249;Supercenter
436;9/21/1982 ;;;17;27;2517 FRANKLIN ST;Carlyle;IL;62231;Wal-Mart
437;9/21/1982 ;;;48;15;2200 HIGHWAY 36 SOUTH;Sealy;TX;77474;Wal-Mart
438;02.01.1984;;;48;429;3732 WEST WALKER;Breckenridge;TX;76424;Wal-Mart
440;8/31/1982 ;10/27/2004 ;1;48;7;2401 HWY 35 NORTH;Rockport;TX;78382;Supercenter
442;4/20/1982 ;03.01.1996;1;48;273;1133 E GEN'L CAVAZOS BLVD;Kingsville;TX;78363;Supercenter
443;10.05.1982;;;48;325;103 19TH STREET;Hondo;TX;78861;Wal-Mart
444;7/13/1982 ;5/22/2002 ;1;29;77;3315 SOUTH CAMPBELL;Springfield;MO;65807;Supercenter
445;10.05.1982;8/20/2003 ;1;21;85;1801 ELIZABETHTOWN ROAD;Leitchfield;KY;42754;Supercenter
446;04.03.1984;;;48;313;1620 EAST MAIN;Madisonville;TX;77864;Wal-Mart
447;11/16/1982 ;5/15/2002 ;1;48;465;2410 DODSON ST;Del Rio;TX;78840;Supercenter
448;08.03.1982;03.01.1998;1;22;17;6235 WESTPORT AVE;Shreveport;LA;71129;Supercenter
449;05.03.1983;5/21/2003 ;1;48;245;4999 TWIN CITY HWY;Groves;TX;77642;Supercenter
450;11/16/1982 ;03.01.2002;1;22;17;9550 MANSFIELD RD;Shreveport;LA;71118;Supercenter
451;02.02.1982;;;29;19;405 NIFONG BLVD;Columbia;MO;65201;Wal-Mart
452;4/20/1982 ;;;48;215;4001 NORTH 23RD;McAllen (N);TX;78504;Wal-Mart
453;3/16/1982 ;;;29;69;1007 NORTH DOUGLAS;Malden;MO;63863;Wal-Mart
454;03.02.1982;4/13/2005 ;1;17;191;150 COMMERCE DRIVE;Fairfield;IL;62837;Supercenter
456;10.05.1982;3/14/2001 ;1;48;61;3500 W ALTON GLOOR BLVD;Brownsville;TX;78520;Supercenter
457;03.01.1983;;;48;361;1350 NORTH MAIN;Vidor;TX;77662;Wal-Mart
458;11.02.1982;3/14/2001 ;1;48;409;2501 WEST WHEELER;Aransas Pass;TX;78336;Supercenter
459;11/29/1983 ;;;13;217;9218 HWY 278 NE;Covington;GA;30014;Wal-Mart
460;11/29/1983 ;;;17;21;10 WEST SECOND;Pana;IL;62557;Wal-Mart
461;8/17/1982 ;10/30/2002 ;1;48;323;496 SOUTH BIBB ST.;Eagle Pass;TX;78852;Supercenter
462;10.05.1982;5/16/2001 ;1;48;39;400 SOUTH BYPASS 35;Alvin;TX;77511;Supercenter
463;8/31/1982 ;;;48;25;2201 NORTH SAINT MARY;Beeville;TX;78102;Wal-Mart
464;10.05.1982;03.01.1994;1;48;355;3829 US HWY 77;Corpus Christi;TX;78410;Supercenter
465;11/16/1982 ;;;48;493;534 10TH STREET;Floresville;TX;78114;Wal-Mart
466;11/16/1982 ;10/30/2002 ;1;47;69;1604 WEST MARKET ST.;Bolivar;TN;38008;Supercenter
467;11/16/1982 ;03.01.1996;1;48;121;1515 SOUTH LOOP 288;Denton;TX;76208;Supercenter
468;11/16/1982 ;4/24/2002 ;1;5;91;133 ARKANSAS BLVD;Texarkana;AR;71854;Supercenter
469;11.02.1982;03.01.1994;1;22;19;3415 US 14;Lake Charles;LA;70607;Supercenter
470;10.05.1982;03.01.1996;1;48;355;1821 SOUTH PADRE ISLAND DR;Corpus Christi;TX;78416;Supercenter
471;10.05.1982;03.01.1999;1;48;113;150 NORTH BECKLEY;Lancaster;TX;75146;Supercenter
472;4/29/1986 ;03.01.1999;1;40;143;2301 WEST KENOSHA ST;Broken Arrow;OK;74012;Supercenter
473;04.05.1983;;;48;287;US HWY 290/2374 E AUSTIN;Giddings;TX;78942;Wal-Mart
474;11.02.1982;;;48;239;1002 NORTH WELLS;Edna;TX;77957;Wal-Mart
475;11/30/1982 ;03.01.1995;1;48;491;2701 SOUTH IH-35;Round Rock;TX;78664;Supercenter
476;07.01.1983;5/18/2005 ;1;48;99;2805 SO. HWY 36;Gatesville;TX;76528;Supercenter
477;11/16/1982 ;4/13/2005 ;1;47;65;9334 DAYTON PIKE;Soddy-Daisy;TN;37379;Supercenter
478;03.06.1984;;;48;163;819 N OAK STREET;Pearsall;TX;78061;Wal-Mart
479;9/21/1982 ;03.01.1995;1;40;65;2500 NORTH MAIN;Altus;OK;73521;Supercenter
480;11/30/1982 ;;;17;149;US 36 & 151 SHETLAND DRIVE;Pittsfield;IL;62363;Wal-Mart
481;11.02.1982;03.01.1994;1;17;29;101 DETTRO DRIVE;Mattoon;IL;61938;Supercenter
482;7/17/1984 ;;;48;39;301 N COLUMBIA DR;West Columbia;TX;77486;Wal-Mart
483;10.05.1982;03.01.1996;1;1;1;1903 COBBS FORD RD;Prattville;AL;36066;Supercenter
484;02.01.1983;;;20;45;3300 IOWA STREET;Lawrence;KS;66046;Wal-Mart
485;08.02.1983;6/15/2005 ;1;22;5;37000 HWY 3089;Donaldsonville;LA;70346;Supercenter
486;10.04.1983;10/30/2002 ;1;20;209;12801 KANSAS AVENUE;Bonner Springs;KS;66012;Supercenter
487;03.01.1983;;;17;39;10 CLINTON PLAZA HWY 54 WEST;Clinton;IL;61727;Wal-Mart
488;11/16/1982 ;10/16/2002 ;1;12;39;1940 PAT THOMAS PKWY;Quincy;FL;32351;Supercenter
489;08.02.1983;03.01.1994;1;22;105;2799 WEST THOMAS STREET;Hammond;LA;70401;Supercenter
490;3/29/1983 ;;;48;355;10241 SOUTH PADRE ISLAND DRIVE;Corpus Christi;TX;78418;Wal-Mart
491;03.01.1983;03.01.1993;1;21;145;5130 HINKLEVILLE ROAD;Paducah;KY;42001;Supercenter
492;10/18/1983 ;03.01.1996;1;18;83;650 KIMMEL RD;Vicennes;IN;47591;Supercenter
493;04.05.1983;;;21;17;2000 PARIS BYPASS;Paris;KY;40361;Wal-Mart
494;10.05.1982;03.01.1996;1;13;77;1025 BULLSBORO DR;Newnan;GA;30265;Supercenter
495;08.02.1983;03.01.2000;1;28;87;1913 HWY 45 NORTH;Columbus;MS;39701;Supercenter
497;03.01.1983;03.01.1997;1;21;211;500 TAYLORSVILLE RD;Shelbyville;KY;40065;Supercenter
498;08.02.1983;;;22;59;2426 EAST OAK STREET;Jena;LA;71342;Wal-Mart
499;07.01.1983;8/20/2003 ;1;40;47;5505 W OWEN K. GARRIOTT RD;Enid;OK;73703;Supercenter
500;08.02.1984;03.01.2000;1;48;141;4530 WOODROW BEAN TRANSMTN DR.;El Paso;TX;79924;Supercenter
501;5/14/1985 ;03.01.2000;1;28;67;1621 HWY 15 NORTH;Laurel;MS;39440;Supercenter
502;07.01.1983;03.01.1995;1;22;57;16759 HWY 3235;Galliano;LA;70354;Supercenter
503;08.02.1983;;;48;89;2103 MILAM STREET;Columbus;TX;78934;Wal-Mart
504;08.02.1983;03.01.1995;1;48;167;6702 SEAWALL BLVD;Galveston;TX;77551;Supercenter
505;11.01.1983;03.01.1993;1;22;11;1125 NORTH PINE;Deridder;LA;70634;Supercenter
506;04.05.1983;;;17;25;US HWY 50 & HWY 1;Flora;IL;62839;Wal-Mart
507;08.02.1983;;;21;5;224 WEST PARK SHOP CTR;Lawrenceburg;KY;40342;Wal-Mart
508;04.05.1983;03.01.1995;1;48;265;1216 JUNCTION HWY;Kerrville;TX;78028;Supercenter
510;8/16/1983 ;03.01.1994;1;13;139;400 SHALLOWFORD ROAD;Gainsville;GA;30504;Supercenter
511;07.04.1981;5/21/2003 ;1;45;85;1283 BROAD ST;Sumter;SC;29150;Supercenter
512;08.02.1984;8/20/2003 ;1;48;141;10727 GATEWAY BLVD WEST;El Paso;TX;79935;Supercenter
513;8/16/1983 ;03.01.1995;1;48;227;201 WEST MARCY;Big Spring;TX;79720;Supercenter
514;07.04.1981;03.01.1995;1;45;3;2035 WHISKEY ROAD;Aiken;SC;29803;Supercenter
515;8/16/1983 ;03.01.2000;1;37;39;2330 HIGHWAY 19;Murphy;NC;28906;Supercenter
516;10.04.1983;03.01.1994;1;48;213;1200 WEST MAIN;Gun Barrel City;TX;75156;Supercenter
517;08.02.1983;5/21/2003 ;1;40;17;951 EAST STATE HWY 152;Mustang;OK;73064;Supercenter
518;11.01.1983;03.01.1996;1;13;57;1550 RIVERSTONE PWKY;Canton;GA;30114;Supercenter
519;11.01.1983;;;21;167;900 SOUTH COLLEGE;Harrodsburg;KY;40330;Wal-Mart
520;02.01.1984;2/20/2002 ;1;13;13;440 ATLANTA HWY N.W.;Winder;GA;30680;Supercenter
521;3/20/1984 ;3/19/2003 ;1;22;19;2500 N. MARTIN LUTHER KING HWY;Moss Bluff;LA;70601;Supercenter
522;3/20/1984 ;4/14/2004 ;1;48;201;14215 FM 2100;Crosby;TX;77532;Supercenter
523;11/29/1983 ;;;48;365;423 W LOOP 436;Carthage;TX;75633;Wal-Mart
524;8/16/1983 ;;;48;255;337 N SUNSET;Kenedy;TX;78119;Wal-Mart
526;5/24/1983 ;03.01.1997;1;21;111;3706 DIANN MARIE ROAD;Louisville (NE);KY;40241;Supercenter
527;05.03.1983;03.01.1994;1;48;39;1801 N VELASCO;Angleton;TX;77515;Supercenter
528;5/17/1983 ;03.01.1997;1;12;81;2911 53RD AVENUE EAST;Brandenton;FL;34203;Supercenter
529;07.01.1983;4/16/2003 ;1;48;167;6410 I-45;Texas City;TX;77568;Supercenter
530;07.01.1983;03.01.1996;1;5;139;2730 NORTHWEST AVE;El Dorado;AR;71730;Supercenter
531;03.05.1985;4/18/2001 ;1;22;55;3142 AMBASSADOR CAFFERY PKWY;Lafayette;LA;70506;Supercenter
532;07.01.1983;03.01.2000;1;22;5;308 N AIRLINE HWY;Gonzales;LA;70737;Supercenter
533;5/17/1983 ;03.01.2002;1;22;45;1205 E ADMIRAL DOYLE;New Iberia;LA;70560;Supercenter
534;5/17/1983 ;03.01.2000;1;22;55;1229 NE EVANGELINE THRUWAY;Lafayette;LA;70501;Supercenter
535;05.03.1983;03.01.1996;1;48;441;4350 SOUTHWEST DR;Abilene;TX;79606;Supercenter
536;05.03.1983;8/24/2005 ;1;48;441;1650 STATE HWY 351;Abilene;TX;79601;Supercenter
537;06.07.1983;03.01.1994;1;48;135;4210 JOHN BEN SHEPHERD PKWY;Odessa;TX;79762;Supercenter
538;5/17/1983 ;;;12;1;2649 NW 13TH STREET;Gainesville;FL;32609;Wal-Mart
539;5/19/1983 ;03.01.1999;1;22;79;2050 NORTH MALL BLVD;Alexandria;LA;71301;Supercenter
540;5/17/1983 ;03.01.1995;1;22;101;973 HWY 90 EAST;Bayou Vista;LA;70380;Supercenter
541;10.04.1983;03.01.1995;1;22;103;880 N HWY 190;Covington;LA;70433;Supercenter
542;5/17/1983 ;03.01.1996;1;22;109;1633 MARTIN LUTHER KING BLVD;Houma;LA;70360;Supercenter
543;06.07.1983;4/17/2002 ;1;22;97;1629 EAST CRESSWELL LANE;Opelousas;LA;70570;Supercenter
